pop1,pop2
2010.1898851436988,2462.7614222340167
1997.4956014345732,2496.9057108416073
2000.884814657133,2481.4112823303753
2000.945355135582,2494.605084864846
1990.6890067233246,2518.657728222696
1985.5410108691276,2497.9160065786637
1999.5293850559563,2500.958013820803
1985.45002418424,2484.0162003170394
2021.6274835830636,2502.208850748446
1995.4405932355849,2522.8113261271096
1991.7595927389973,2503.609178180075
1998.774573053188,2497.588815524822
2004.4567132402042,2505.0002164473526
2009.0541602091243,2506.597432419726
1998.7433761093582,2503.360452503695
2002.987837020285,2503.9894355386477
1983.3233349310212,2508.9163887054065
2002.6294335591328,2516.02730880153
1984.453831483784,2517.1660459982395
1996.1500223449964,2510.6002605000986
1991.6378326478618,2508.5765729284763
1999.4046391147651,2489.7628911162537
2000.8420295118235,2481.4934008808727
1994.1033184337975,2471.1291041913255
1992.7856024724554,2534.0683975111424
1998.2003620029425,2500.9277825959016
1992.4872529472916,2487.7555112399396
2001.850355566532,2495.3713708499695
1994.332693574894,2480.7566440507308
2000.1708134997389,2525.329411434957
1987.8039976379696,2525.2114457894795
2016.0819046980191,2498.0425607047036
2009.7635586578717,2514.9235955647805
1992.7186922416438,2509.7475228653043
1994.0458787260106,2501.781556951432
2009.2622082206387,2499.7446850104516
2004.0660707218549,2498.456374423138
1997.1456960911296,2490.193123159929
1992.2036757452527,2508.8928238641734
2000.9932688767904,2500.4201074453376
2000.3698171436865,2498.6219474361114
1996.0238236880934,2500.0221797426316
1985.154570739802,2503.2694620211164
1991.972187601209,2481.9019169050007
1986.11264285389,2486.9305110183277
1996.0069859043085,2505.9843146643625
2042.5686870091954,2489.3808735923253
1995.1095653535876,2497.231168356204
1985.2010355871757,2508.46819138058
2011.4072188201956,2488.784067072949
2023.1867907170406,2489.645618105139
1995.3812653908624,2505.0021016242886
2005.7639410369272,2508.033333434739
1994.5355829217801,2517.0219297046947
2004.036987148261,2503.2552265466547
2014.5457752556038,2484.8305504972604
1978.879758294476,2487.5744086051245
2000.234499360183,2506.2410384251766
2006.6143493704406,2486.6704559794616
1986.9963253341796,2511.3716093764615
1982.8905019570705,2504.7214501334793
1999.4203032670541,2512.9059632579315
1995.3040710440162,2486.1902092531113
2010.3942963987522,2513.0249141827185
1993.297449069937,2515.876219923645
1998.4939409562428,2486.8941340299575
1990.4410165891634,2491.446487523992
1996.9125926557076,2504.171719726828
2003.048425986301,2515.0429478911647
2007.2102224916243,2505.2772484725115
2004.0014723013355,2504.8600388770724
2008.8965320940808,2500.7316894314595
1992.3572893056376,2496.2417448319534
2002.5770909182354,2491.881759139342
2010.9461114694104,2493.255909045812
2019.2766715784908,2496.187435580102
1979.5461422346148,2499.986702122836
1989.5486561338744,2478.8783396481494
2010.1442191144279,2506.930527181731
2012.4479509920739,2502.4648697556695
1994.0410815246935,2526.1143361215854
1998.3775951821858,2502.9782224175733
2004.7655339330483,2488.0122943971623
2018.998607547237,2506.265727712329
2025.006013958953,2505.3516995384066
2009.189210404532,2485.657274997246
2010.0177398306714,2489.5719109081324
2008.9507972724402,2491.136564545043
1995.3058557257846,2454.1342416286757
2006.3967091932138,2497.4190242943637
1991.947051329991,2510.660434907651
2007.6895643870077,2512.8992454086906
2012.9007001504617,2505.396478094987
1995.5445397938533,2514.6339421810476
2006.3902717841668,2487.5048274345995
1981.6917050768877,2504.056898721018
2002.7404821276577,2496.0726173889316
1995.4216393724412,2512.1083208643213
1988.6014371040944,2501.412049141504
1985.8620160027301,2508.6162364217657
1996.4266689858275,2495.5919195335523
2025.025286827045,2486.4112663491806
2016.4436408085726,2507.414897866205
2021.6482191614762,2494.7032617607856
2014.0998077017862,2516.173096121688
1994.3860823028583,2493.903441888541
1991.7023436766183,2502.311977727731
2008.9797730426562,2502.2652907951247
1981.689113530339,2494.6833307647153
1987.1350740457306,2510.021042866932
1992.7947438661763,2498.9391480049894
1993.1684398881903,2493.6610044882386
2008.7635207766148,2506.81912224724
1995.9553735262523,2483.727873346734
1999.5302946476452,2515.8714387786144
1995.2815661034294,2515.235841375149
1993.9436111053533,2506.3581612422513
1976.1908613492633,2496.8265751204262
2017.7994570208884,2503.974478433312
1987.517050175537,2504.6402748215037
2026.1200091461515,2500.890037832427
1983.8595323684526,2479.5080572241905
2008.5880669791618,2488.679465492961
1984.1531100961172,2510.0240526240627
1987.3263964919418,2530.2304952297377
1993.2080451090555,2479.3651564085712
1992.887973827213,2473.9761471765914
2000.051430178248,2501.4661164185077
2003.6376528639069,2493.421153100309
2013.9361742123292,2498.0849104832078
1994.0895402856925,2505.212933839972
2001.695536580163,2503.352412200714
2017.1653348095438,2493.395386450318
2000.9118325911822,2483.52784415722
2009.7024570719698,2491.0015795201193
1986.5152593363596,2503.0171720708317
1980.3495785831713,2503.5836084421944
2007.7738106905547,2494.8623101749117
2004.4681253015115,2488.998905432082
2018.7420816573394,2517.8815395195184
2010.413649383866,2491.4922746593197
2016.8644741969033,2498.2037647607935
1990.044131757714,2491.7313311988996
2017.0778827659087,2490.6423697791197
1988.4424617052332,2493.2810017875745
1992.7891913681374,2494.4362972077165
1988.806225004325,2501.4030171539116
1995.6536679683343,2492.3438882043893
1991.823722782421,2499.8655045319747
2004.0729544773894,2510.5620592023074
2000.0690539759469,2502.638423921684
2007.4992767419083,2506.29338318804
1987.9669829214722,2508.808414978801
2018.2613534258696,2509.4009719698056
1990.98984122365,2506.688791883944
2018.0554104636494,2506.925909451144
1992.130338011282,2496.7599034942205
1990.0299319040678,2525.6875216084136
2001.1960448304726,2490.8956329522093
1987.1561450294755,2509.8043914052746
2008.5165974353504,2505.627010442143
1980.2072216852937,2499.9264633766616
2018.8894355881032,2506.7761301324726
1985.8425533637924,2507.490027893932
2008.565778861587,2503.4725765395465
1975.9658207991965,2487.3239961342847
2002.0270167683898,2497.126168663549
1995.2075369151737,2515.960984139382
1998.3509414954904,2505.4153778271148
2010.2413579037202,2477.716351891683
1989.9217793109406,2496.0974190687825
1993.0496659055418,2483.717513589472
2001.1853983787305,2492.496719033368
1995.6924351043708,2501.8229655416567
2011.1471856664045,2489.3745949780923
1981.0582039657386,2481.0590875140624
1988.6515290970685,2471.2400729251476
2007.3176470345988,2490.9617806088104
1989.6609616987676,2470.8436569690957
2001.4746965867603,2504.838111006619
2027.2917575217816,2489.413447625466
2002.2531586948498,2479.9717550103396
2008.8150502359565,2503.957326239734
2004.1428395196212,2501.7748545990285
1990.3796276439145,2510.753087505986
1992.983114904234,2504.3592578515477
2007.9137601356715,2508.2071968430937
2001.492916312427,2495.320571074224
2001.761582551749,2518.094406654867
2006.1754725547107,2483.965079578632
2005.2782998260566,2518.4138170740644
2005.6927934077103,2503.2654220480995
2022.8520065249802,2497.5066542759664
1991.4069918082268,2511.242472852607
1998.3373452439937,2482.0000427454574
1981.30676266125,2482.015869502604
1988.583462830454,2492.9477433329052
1993.4245445332513,2510.36680532116
2002.761432313981,2471.7417811221144
2005.8692119924244,2508.1265918521335
2014.5902487703133,2503.7576722439317
1987.7455144526693,2509.403630500525
2019.2065825272873,2507.055051395706
2007.8307209429308,2509.0822142827205
2004.803510979798,2488.180428121295
1984.603496205094,2496.6967411966225
1988.9431428040625,2495.9641240538785
1979.1745657961292,2522.6162040248546
2003.7811139014088,2471.865106459322
1992.5262243551372,2504.883881812467
1989.9449310354967,2517.657260637623
2003.4597306781322,2503.5855753989504
2002.8075840098666,2471.967469615241
2004.5967405854726,2517.649092581472
2006.0414509858736,2502.649345938512
2020.2043319502804,2516.5353255333484
1999.3030160083779,2488.0679028847285
2019.934868294096,2498.1907915521906
1986.9372956977827,2502.5300470343764
1978.4326813691027,2493.706729051029
1992.4603782267557,2508.9913669836833
1983.4849242229254,2491.050132616528
1996.0378639742653,2496.2619009126884
1998.5868550937594,2509.457098421919
2032.4902980827164,2505.0316952753396
1979.5870704319034,2488.2269303540893
2002.3804486587162,2505.284980770093
1998.3694438337961,2521.808471913551
2004.3893074869554,2491.2029002539853
1987.8545677866566,2502.9413713249082
1989.525248171468,2488.3040090976265
1995.5016930785343,2505.8224664370273
1990.2212893712303,2524.8565421326857
1986.8247881763307,2472.853344835298
2009.713117621367,2483.9400105124064
2001.2205794840088,2479.2250648187955
1997.2594268968683,2505.4351171471058
2001.0212465952836,2481.9798890879197
1979.4645785153903,2511.0526266759935
2001.8560680133655,2502.846414218226
1991.397128886237,2494.7392529131785
2015.467962981287,2485.859201092169
1994.1485448615001,2508.608748853003
1989.703754273865,2480.1194999470795
2001.2876203049493,2504.6616177333985
1989.864781350069,2480.428641781254
1982.085047989702,2487.1786607351746
2002.3520570079218,2502.5038650294046
2000.6655946433657,2531.675892856386
2000.905309357519,2513.4830774836437
1995.6873506892687,2493.2418914207437
2006.6562274710961,2493.393820310009
2014.0776846473423,2514.442895070462
2010.108560638603,2498.8895721158233
1996.1770035841953,2506.058901240686
1987.8099978116402,2501.203403971069
1998.17204438237,2498.194841940031
1989.126263372841,2498.047593016481
2012.775219207626,2513.189318134449
1998.8352205529588,2482.94830977041
2013.9459428455013,2485.912103827171
1999.808894160973,2492.282627450652
2003.286667768485,2489.9217534230556
2015.6075870905206,2493.3140353142276
1985.0865435473536,2498.19252780486
2007.510934629503,2516.450336183292
1991.1688874025492,2506.7008856400403
2003.5064214546096,2510.322498104272
2016.5830219867223,2484.240757319989
1987.1098786287544,2522.2091140204493
2010.5329109878453,2506.3918829328995
1994.3730593281598,2496.2481024742206
2015.1618644084456,2505.5731482549513
1995.4905958776071,2487.615047999061
2018.1134172383208,2493.3725859008036
1997.5835978872935,2489.2840295909896
2020.2008121704907,2500.616153777135
2007.132557136031,2466.231328754666
2021.91889824047,2502.8948722773075
1993.939973937157,2457.377941996189
1999.4380982191733,2474.4567346589533
1998.0887825302348,2486.0534930550157
1973.6048104169536,2510.886801704769
2002.4963520374831,2469.433846331277
2005.4349305381782,2523.3670356403363
2004.7230355298877,2498.407638145087
1994.4592225183908,2512.1547496666417
1972.1488300687502,2501.714309656508
2007.3940145233,2493.85951898817
2017.1066594736606,2490.465054703808
1982.027555741391,2507.535925508907
2007.7751347462101,2510.4877650043686
1999.775443022066,2491.687512160863
1991.996622267745,2506.864950194927
2001.73413221851,2501.0214351533114
1989.0288341158418,2499.4568423706787
2011.5991661836665,2508.4397011494502
1994.907181767707,2489.669028848752
1988.412669986159,2515.9782619164816
1996.7154147896604,2506.1755114025614
2002.3782539806468,2504.7374993837834
2001.5709648985287,2486.883873449953
2019.3263302792723,2495.1593481333916
2009.0301565033346,2486.523522719771
1995.5090223108236,2503.7611951736963
1995.9334728711178,2510.711024466557
2004.740629361361,2508.8028870416374
2008.17318535072,2495.8907848837807
1987.0626284154034,2504.0411223927067
2005.3321370034128,2505.434364316609
2003.1487553505522,2507.4717231500476
2008.157811230857,2512.2002233304106
1986.5273860282973,2495.7856083442057
2006.023206210657,2475.8516733228803
2013.5912582272485,2489.139562871509
2002.3492974032542,2524.3411021498114
1993.0578118221524,2505.7652628471606
2000.0071990237432,2480.842423626609
2018.5024640528654,2511.2582471610176
2007.3175505236707,2498.860306635684
1990.07067889421,2493.696395982944
1972.7386019550004,2502.726108081492
2000.9351716728152,2485.0240969316983
2018.8540396068731,2498.8193704104883
2002.9234079490764,2509.024786300693
1999.7874930854682,2499.360198844645
1989.8889221264178,2507.7332142070154
1986.958139132244,2494.1483744507855
2019.9095459615157,2512.438759416554
1987.272819805514,2487.6400662458896
2002.2381095049057,2478.904124813242
1994.5285176172986,2494.914732961738
2002.8454491420496,2507.391393249248
1998.703517956037,2485.0068484948492
2002.0894925290424,2490.5638087808334
2015.387824777616,2513.629382107493
2007.6752761723994,2489.06806345488
1991.1564433300236,2492.9041854818643
2007.797936519433,2495.935022515362
1984.2420558376766,2506.3291554275984
2003.90061317885,2492.540499892674
1996.2794146951749,2505.6685836545375
2020.2384860209388,2500.834042289687
2019.379624117471,2490.6598398569713
1999.4246631192125,2502.04264393244
2009.6206778392047,2484.5110711180696
2007.522934253219,2523.339950419191
2002.5530075492302,2493.032342924655
1983.270966732293,2490.8282006874274
2004.5469873509812,2490.4305124258353
1996.581211147622,2503.367195621893
2016.019809257813,2488.0609112353036
2014.6639043975017,2492.2746428548753
2022.9964682777586,2488.036117480209
1992.941042486925,2500.03141107693
1988.0239456088555,2497.7522801098717
1965.7427875823118,2494.110222993364
2007.514290626501,2492.651449128792
2010.4299103718008,2493.938217612621
2003.4257089770347,2496.4693014201025
2009.4278702909392,2492.739114197631
1979.8331441132016,2498.9671440704647
1998.557525411585,2469.7709514978055
2006.0495930951574,2498.842287022617
2029.2504253142076,2484.3562481551244
2000.5213437237328,2493.8092929045856
1995.3035177775287,2490.3682275259025
2015.239525801485,2489.219901151469
2019.222816591046,2507.0421368490524
2007.3735260406377,2499.0815161332716
2012.1334687541644,2490.5773619002293
1994.0046371616716,2487.027356781705
2022.6015108441927,2495.9451240032663
1979.849188283872,2488.5210487737177
1998.380784341869,2505.4718717715455
2009.1490195783897,2470.9535943158594
2002.2828039627482,2499.812322000259
2005.5926296204102,2524.7358249467397
2026.9563196385084,2516.0347141768775
1994.800756185106,2520.6330344046614
2019.1317890899895,2503.616993571311
2012.8410767991732,2504.653990082448
2004.5766901593163,2516.060311150505
1981.987809618417,2520.8310244865306
2017.222808903335,2500.7101999905603
2005.0658909463295,2508.6283790993407
1991.1687134602635,2485.963869851547
2000.5458436055014,2497.8740739252025
1987.9798278472995,2501.630626824468
2008.7759713993012,2514.278472606721
2012.427305959089,2511.860322583365
1985.212242233232,2489.334306863298
2010.8305165466097,2483.752758700469
1992.0358995533975,2526.4944136324593
1996.8308933687952,2500.4476628910006
2011.7087382350803,2478.064061063675
2033.0229170474965,2514.8598555770027
2016.9137941704691,2501.969100516583
1986.4269550558681,2497.2868376791153
2003.8283455211993,2501.3375663680195
1990.2126371536326,2491.5910817742883
2001.9972404338562,2505.4656232250973
1998.303597799711,2501.670160086193
2019.369434216812,2482.381037529446
1992.0260132454348,2501.2783653730326
2030.862090978692,2487.7185127873736
2015.863858792411,2498.357582591248
1985.4231904085939,2515.2345150663828
1993.5656189584633,2513.4368104140854
1997.3110371564733,2485.5081559604
2035.1195026544083,2513.1016403924
2003.642021885802,2510.4625842599808
1985.4564953964705,2495.0163293943397
1997.8212902937069,2502.118418246699
2006.1791758354996,2502.6851159293246
1990.3862748256972,2490.9900046195758
2029.7815048585271,2505.3019927038517
1994.9610244663697,2508.635945558309
2010.5668236120073,2509.205322027801
2010.752796867812,2510.6209060102947
2012.5416543548706,2522.111425013169
2002.5147172644688,2495.762031666804
1999.3138620465,2495.00566822125
1996.601833236372,2485.6435033387143
1982.6007942147621,2512.0340125802686
2017.5529648509696,2500.3891861970633
1995.9802314796752,2499.039029013933
1990.0757021086915,2526.0208620203093
2001.2274023165942,2488.3412982962705
1986.2082901256213,2480.8701082451
1981.0370016958266,2498.219707278027
1997.3657904235706,2485.4541936740707
1990.645914644836,2500.100840668231
2004.2844294360202,2506.204602280733
1995.55350733852,2513.317494322608
2018.818951258626,2523.102156549121
2002.8921977509642,2494.76586648588
2023.9784623688558,2495.426055456073
1992.9807937253938,2514.103013819522
1980.0318193857624,2500.464116613311
2012.738825346025,2496.1132831084797
2013.5796162520976,2497.054826942409
1983.1528471758668,2493.749089369165
1996.6667187560288,2477.9002292867735
1999.633193315693,2500.2466333509697
2021.1628258245162,2501.4411253023786
1989.1203518157843,2507.0307919937295
2007.2554728808723,2508.486536396613
1980.429015135347,2507.564626433525
2011.8748622752778,2504.6953035943316
1984.578014606254,2514.65008678988
1998.7086563754733,2500.838418131823
1990.993749496201,2496.098920527948
2006.3485056381692,2494.955860803891
1989.9427511964254,2491.5209115150315
2006.845426692432,2507.157564407167
1992.4215733274882,2495.836010979165
1988.062154638166,2504.775357190969
1982.356125128824,2514.8973101626957
1990.336250921548,2495.4883304567243
2007.8732088000213,2482.3579843923467
1987.7033887752805,2524.834701799674
1973.3593052087642,2517.718087731924
1990.1254740539105,2508.4342668951213
1991.1119870381017,2495.1775006019457
1994.032263580476,2489.012263923554
1993.2832204122803,2505.4243386653966
2000.1081266862714,2491.40131926177
2007.1891039651064,2492.976326824793
2007.517580817443,2489.248589640986
1992.9168746950381,2497.8968826446862
1976.0185664391306,2494.558380147155
1990.6668235423854,2495.8026738904045
2003.624680664983,2504.1109400724413
2007.8592991127796,2501.9128035634226
2015.0470569312545,2505.8980905110748
2017.384333500346,2490.374950906572
1990.3941340768065,2511.118323163142
1983.5887384227979,2499.4799994885248
2020.6475045339153,2502.3250464847947
2000.0382761543638,2497.3251008586717
1998.4891503285303,2485.3603093485376
1982.2883635001542,2490.9105075842863
2005.951442056158,2488.1853206131796
1998.1831581408987,2483.3651996861645
2029.8176506874083,2503.8324054182017
2000.5199661878332,2494.0048071570714
1992.7470325280433,2488.4618930869397
2004.7826139523572,2525.879923497046
2008.8032860630587,2495.5686750400614
1995.6717835102472,2497.291140683149
2000.5208185284057,2504.735086278431
1997.281872331137,2507.6975748868017
2002.2564962337406,2508.978165853919
1990.0895086759647,2493.5448162517387
2000.9069789945092,2484.950717273588
1993.645667681641,2505.0819992514625
1985.086031558168,2500.0977164700216
1984.6450158060168,2512.8436967504585
1995.1439736966074,2515.8384966829394
2005.8805692456367,2512.953520064869
2015.553009690387,2508.991829331466
1989.3180786091964,2490.293204179428
1980.84190921144,2499.237295426167
2002.0566701472999,2521.438920902382
1996.5242621942923,2518.3911327712985
2003.428057161647,2474.526310679361
2005.0127572989247,2525.7443499740048
1989.9430040646073,2515.1692461431
1995.6120133241134,2514.7340358213173
2016.3715138544312,2498.343672289919
2013.7934013798404,2515.620464212344
2003.934382416689,2503.02561645968
1991.7005103917363,2508.476709061361
2007.5775460720438,2500.024396763845
2018.5094272550398,2484.39863225993
1983.493850300984,2495.7983926508623
1993.1830193128292,2505.4908558114
2008.443946351265,2504.6864130408753
1970.4184300023992,2504.6948038609726
1982.199413551061,2497.9465007124563
2007.7264422912424,2497.083941891545
1983.3516421057209,2510.3819157186535
1985.603067340668,2494.1850592320125
1988.6950132896538,2504.4183143567548
1998.33284187846,2500.365539082683
1988.5180775244476,2508.8000032331024
2012.0388097102323,2504.340145280687
1990.9481393831725,2493.17868337026
1984.8133905232187,2480.5816617673754
2003.268677680872,2476.310294291763
2017.0553053106144,2513.3458636185974
2003.596432143132,2476.458638470954
2005.1466280788038,2485.1304982068104
2016.744027839864,2513.1266276611095
2005.9946688783148,2493.945752517285
2003.4483551063875,2506.6135310957966
2014.6774045989368,2526.932833767152
1997.718226130853,2497.6781277240643
1999.5400492118233,2493.564194656972
1994.4110236500471,2497.3743140763295
1992.890907256209,2487.50795423798
2018.3398719653183,2482.948883938029
1986.3686490575503,2497.982979478366
2018.5705121766982,2503.3536406550315
2000.3169344374835,2493.806580802684
2004.743761447909,2506.81054160702
1993.0123389436367,2508.354060974964
1995.9038183992855,2488.6122340271236
2011.6362406392877,2501.9611730988086
2010.1693496413477,2485.202809733492
2014.4308442955946,2495.447352348265
1990.9495499037482,2506.843815880673
2009.6985059251797,2507.3772222584894
1976.5440813153332,2529.406096539479
1997.2141672151374,2473.8308237971205
1995.8870119968924,2495.2330144643956
2007.653702244891,2506.0233186798578
1993.6881250308895,2512.0886605383203
2010.1593193600788,2489.82710884737
2009.3906132088214,2493.382652423157
1977.1150316774958,2528.179453081032
1997.832952460197,2480.209345870905
2013.0036647055583,2492.8754313049903
2008.175728360985,2510.6003830409513
1982.4179130020632,2514.517844486122
2015.1895272534102,2505.2529275006473
1995.705312441675,2516.4271159346727
1994.2605786004478,2493.400446020661
2006.2034863525505,2499.0666090289988
1999.005996477624,2495.195984665257
2016.2182691765342,2486.7573454817366
1990.3101651427844,2494.785711579295
2003.8050885801188,2492.195128996798
1988.426932682645,2482.9552395269434
2026.4846334802282,2504.5665935115785
1999.0327088223726,2507.041223722152
2007.188544601782,2515.2117341264166
1972.9564119010429,2491.2465118703694
2008.843354025495,2484.941180917313
2009.0425562312425,2487.674440859279
1992.0379479827443,2515.4035373396564
2009.6470290685143,2499.3373241512836
1996.0468823011686,2496.5753968031704
1997.2891943622822,2483.3612348570514
2012.068957315291,2511.3584825523085
1989.4093175286496,2513.4663851791847
1990.6622640180199,2499.1583760294366
2014.2419873792444,2479.8871307655777
1991.5619582288052,2495.987069994441
2000.494008175279,2511.937698419541
1995.1505403937172,2500.5926363956855
1999.9065174721225,2508.783770136529
2028.979652781184,2485.0487073199715
2010.644557183233,2515.1317386150204
1987.6198996437472,2482.479423833223
2011.1388002747724,2504.880175432595
2000.787013193549,2502.395875612117
1993.0636677427651,2498.043429272413
2000.9714505843376,2526.2033818457458
2015.559057598104,2509.382930945819
1992.9806439714923,2507.5808491299663
2013.6839524026402,2506.06442753581
1998.4902975242055,2495.1632683389817
2006.1911624543623,2510.370823885887
2005.6344096984797,2516.5703082662103
1991.015959312845,2502.828911827469
2017.6094744972554,2486.599610116495
2003.0065054963923,2478.2333623590075
1995.962864979746,2503.9144648229244
1986.753311902726,2476.9587980041774
2002.570801220942,2502.143056647034
2009.4176117451111,2498.0883031709322
2014.3038880051793,2507.782194079448
1988.8937694115787,2478.5012944715018
2004.3189872707067,2510.007082114204
2002.1869061293935,2489.8257664862213
1984.3794130553938,2498.40320277836
2004.8339475797832,2516.77315531977
2014.7672876754868,2492.3569569626557
2020.131045256598,2503.2280990349363
1984.5355501617792,2528.813980826866
2001.7970089777352,2489.8110542009667
1983.130074441479,2501.599085842101
1989.5896599730138,2486.351843856041
1978.4925280173404,2481.618348032386
1993.9520984647647,2518.1483510617845
2003.5331786558813,2514.488434327778
1992.744381774233,2486.2537085742056
2006.699666088792,2489.149225620945
1988.5074128586111,2490.325519412245
1981.8990187126951,2482.8246289841327
1986.6240901905767,2510.053870907409
1998.7139852444523,2508.0593149418332
1987.1369311154426,2485.655773753124
2020.748559826618,2502.9706068800465
2013.4257161936534,2487.5141494815202
1993.1790403099512,2517.448951149677
2007.4039272556174,2503.155569856019
2014.300424183688,2494.516265016177
1998.7057212688862,2512.7243648081617
1997.1233973643966,2486.599671810707
2000.1553536915517,2511.638369881044
1983.9045980901749,2501.8603258972835
1988.6456841459772,2521.8035226961947
2003.7175308878066,2493.763401396441
1996.7885620315365,2499.7409596407406
2006.3660773804522,2508.892013077083
2009.1155135483477,2500.5910010828484
1987.4924851004596,2496.3179702895795
2011.2999308612984,2498.072098368956
1989.6823409134054,2473.9693588329965
2000.665569236346,2495.773527517401
2006.1178183306147,2518.9978540968723
1995.7426217755196,2515.6079477140684
2006.1764003515318,2483.9522022797287
1994.8366915474207,2503.0608237882293
2006.6833005356293,2502.897478825503
1994.4336920103026,2516.779763559546
2005.3902413828494,2506.7775407698737
1987.4246424610535,2492.2067725451097
1996.523793830304,2516.3266516447497
1991.2494782989388,2500.8521614648366
2013.7613351689045,2502.255216685532
1988.166542925909,2498.1194027670667
2008.0040252723204,2496.994151955524
1998.8559695559982,2510.928084315214
1990.1344940495746,2504.3114838885294
1992.1960754388783,2486.3814018588546
1997.55563966038,2490.0268703943148
2019.1891525289602,2476.8071348270096
2010.3831437559763,2489.5294737576405
2006.9139264007947,2502.8385642974113
2002.9291221113042,2498.2198103229193
1991.672140804677,2524.5576049353294
2023.170812529356,2498.3344420217554
1992.234106588802,2456.4777904617617
1970.912232640567,2521.611827735476
2021.7856319867626,2499.085895366083
1992.6872391515785,2513.9526025381415
1996.931956098219,2481.2729027673076
1994.0940374108122,2509.582582098683
1982.0062224202265,2496.557510314336
1980.0074561025854,2521.5872219127928
1993.143005733203,2510.6262476486536
2005.2461655215336,2505.330232719574
1990.4186205553235,2510.915018448356
1999.8385188533273,2523.1083358823334
2007.694184261779,2498.4985011633657
2000.9552300600558,2484.958095393471
2005.973666507427,2475.200958373235
1974.1725566559053,2525.754172154042
2008.0998848098347,2485.653597086044
1988.6503178557036,2498.7003466679835
2013.549154002179,2498.903699614559
1978.725915953472,2505.456116743043
1998.1189537633982,2501.15142393063
1983.9473967620231,2498.5871619144527
1990.733799815251,2508.5931592507977
1992.1329091420553,2495.9832394809227
1981.041447181556,2496.5895434971703
1977.222173255121,2479.928252250141
2001.3386967306783,2494.7522427066224
1996.562288283835,2494.2274962624047
2004.5855845011015,2505.0730029803926
1991.6007995732361,2499.723204643841
2002.707550716902,2496.6125380575686
1992.4111510070472,2496.4681388182
2007.1612340677336,2502.598734670856
1987.1452475169904,2498.6105006080156
2019.0561200885668,2482.6660689362416
1997.0358847817172,2484.7787780546696
2023.5320459642032,2506.9957207681114
1987.6415921860826,2492.9429438624757
2022.7864630952658,2512.0189258822465
1973.7889839963898,2486.976505488044
